family	rt_aa_len	cumulative_pct	n_exact_rt	unit	denominator
RVT-AbiP2	407	32.037	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	412	32.6329	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	416	33.1817	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	419	33.5581	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	424	34.0599	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	429	34.5303	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	434	35.0792	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	439	35.581	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	443	36.0044	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	446	36.5689	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	449	37.1021	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	452	37.5725	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	456	38.2625	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	458	38.5291	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	461	39.0152	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	464	39.5641	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	468	40.1286	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	471	40.5206	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	476	41.1792	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	478	41.6497	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	482	42.1201	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	484	42.5592	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	486	43.0767	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	488	43.6569	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	490	44.3939	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	491	45.0996	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	493	45.7896	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	494	46.5579	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	495	47.1225	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	496	47.5929	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	497	48.2672	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	498	51.0899	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	499	52.8618	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	500	54.0536	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	501	55.512	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	502	56.594	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	503	57.2683	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	504	58.3346	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	505	59.103	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	506	60.138	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	507	62.3491	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	508	64.0427	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	509	65.0463	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	510	65.8617	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	511	66.8026	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	512	68.6059	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	513	69.9702	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	514	72.3538	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	515	73.8121	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	516	74.2826	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	517	75.0039	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	519	75.6312	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	520	76.1643	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	521	76.5407	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	523	77.1836	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	525	77.6854	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	526	78.0304	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	528	78.6263	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	530	79.0968	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	533	79.6299	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	536	80.2572	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	537	81.0883	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	539	81.5901	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	540	82.4996	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	540	82.4996	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	544	83.2053	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	546	83.5973	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	548	84.2089	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	550	84.5225	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	551	85.0557	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	553	85.6359	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	555	86.6081	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	557	87.2197	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	560	87.5647	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	563	88.0665	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	566	88.6624	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	568	89.0544	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	570	91.4066	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	571	92.1907	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	572	93.4922	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	572	93.4922	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	575	94.0411	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	579	94.637	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	583	95.0133	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	587	96.3462	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	591	96.5031	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	601	97.0519	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	613	97.491	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	627	98.0085	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	653	98.5103	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	744	99.0121	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	993	99.4982	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-AbiP2	2129	100.0	6377	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	30	0.0013	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	84	0.5269	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	101	1.0196	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	114	1.5254	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	122	2.0575	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	128	2.5266	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	133	3.0101	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	139	3.5356	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	144	4.1006	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	149	4.6064	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	153	5.0584	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	157	5.5261	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	162	6.074	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	166	6.5759	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	170	7.0226	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	174	7.5442	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	179	8.0711	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	183	8.5231	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	187	9.0591	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	191	9.6241	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	194	10.0432	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	198	10.5635	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	202	11.0615	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	206	11.5713	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	210	12.0272	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	214	12.5172	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	218	13.0126	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	223	13.5618	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	227	14.0532	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	231	14.5721	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	236	15.1108	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	240	15.5313	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	244	16.0161	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	249	16.6231	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	253	17.0527	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	258	17.5914	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	263	18.0749	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	268	18.565	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	272	19.0524	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	277	19.5701	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	282	20.1048	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	286	20.5844	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	290	21.1178	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	293	21.5199	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	297	22.0494	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	301	22.5986	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	305	23.1977	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	308	23.6089	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	311	24.0596	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	314	24.6535	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	316	25.1054	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	318	25.6507	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	320	26.238	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	322	26.7465	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	324	27.2076	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	326	27.7779	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	327	28.151	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	328	28.666	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	329	29.0983	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	330	29.5161	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	331	30.1231	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	332	30.7288	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	333	31.3595	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	334	32.0059	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	335	32.6379	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	336	33.3933	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	337	34.2526	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	338	34.7401	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	339	35.4561	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	340	36.0947	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	341	36.7542	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	342	37.4374	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	343	38.3493	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	344	39.0325	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	345	39.7906	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	346	40.6656	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	347	41.3225	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	348	41.9598	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	349	42.6929	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	350	43.5233	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	351	44.5271	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	352	45.544	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	353	46.4663	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	354	47.2284	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	355	47.9274	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	356	48.7788	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	357	49.3647	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	358	49.9205	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	359	50.4907	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	360	51.1621	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	361	51.8191	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	362	52.2303	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	363	52.97	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	364	53.6217	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	365	54.5874	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	366	55.2469	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	367	56.0852	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	368	56.6318	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	369	57.3504	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	370	57.9167	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	371	58.458	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	372	59.274	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	373	59.8258	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	374	60.5248	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	375	61.2934	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	376	61.7979	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	377	62.2459	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	378	62.7426	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	379	63.2221	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	380	63.6202	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	381	64.1064	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	382	64.582	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	383	65.0287	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	384	65.591	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	385	66.3071	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	386	66.8537	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	387	67.2583	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	388	67.667	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	389	68.0059	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	391	68.9427	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	392	69.4275	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	393	69.9505	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	394	70.434	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	395	70.9819	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	396	71.4732	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	397	71.8858	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	398	72.4508	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	399	72.8765	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	400	73.3928	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	401	73.9078	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	402	74.2113	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	403	74.5937	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	404	75.0549	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	406	75.809	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	407	76.4725	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	408	76.8706	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	409	77.4277	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	410	77.7956	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	411	78.333	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	412	78.6496	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	413	79.0753	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	415	79.7283	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	416	80.3563	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	417	80.6717	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	418	81.0816	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	420	81.6347	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	422	82.0552	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	424	82.5452	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	426	83.1168	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	428	83.6528	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	430	84.0641	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	432	84.8182	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	433	85.9219	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	434	86.5775	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	437	87.1109	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	439	87.5971	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	442	88.1068	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	446	88.5772	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
RVT-DGRs	448	89.0436	76111	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
